Transcript,Gene
TRINITY_DN66001_c0_g3_i6,TYW5
TRINITY_DN66016_c0_g1_i1,H15
TRINITY_DN6603_c1_g1_i24,ACRO
TRINITY_DN6603_c1_g1_i32,MLRP1
TRINITY_DN6605_c0_g1_i9,XBP1
TRINITY_DN66065_c0_g1_i2,TRI56
TRINITY_DN66065_c0_g1_i3,TRI56
TRINITY_DN6607_c0_g1_i11,HOOK3
TRINITY_DN6607_c0_g1_i3,HOOK3
TRINITY_DN6607_c0_g2_i1,SPN1
TRINITY_DN6607_c0_g2_i2,SPN1
TRINITY_DN6608_c0_g1_i12,EXD1
TRINITY_DN66087_c0_g1_i18,INX5
TRINITY_DN66094_c0_g3_i1,PCH2
TRINITY_DN661_c0_g1_i11,HMCN1
TRINITY_DN661_c0_g1_i12,HMCN1
TRINITY_DN661_c0_g1_i15,HMCN1
TRINITY_DN661_c0_g1_i21,HMCN1
TRINITY_DN661_c0_g1_i23,HMCN1
TRINITY_DN661_c0_g1_i4,HMCN1
TRINITY_DN661_c0_g1_i5,HMCN1
TRINITY_DN661_c1_g1_i2,TRAP1
TRINITY_DN66100_c0_g1_i1,CTL2
TRINITY_DN6611_c0_g1_i15,38231
TRINITY_DN6611_c0_g1_i5,38231
TRINITY_DN66124_c0_g2_i1,HCLS1
TRINITY_DN66126_c0_g1_i3,DMBT1
TRINITY_DN66126_c0_g1_i4,DMBT1
TRINITY_DN66169_c0_g1_i12,AMPD2
TRINITY_DN66169_c0_g1_i17,AMPD2
TRINITY_DN66169_c0_g1_i3,AMPD2
TRINITY_DN66169_c0_g1_i7,AMPD2
TRINITY_DN66169_c0_g1_i8,AMPD2
TRINITY_DN6618_c0_g1_i9,TOLL8
TRINITY_DN66237_c0_g1_i1,SACS
TRINITY_DN6625_c0_g1_i17,PRR5
TRINITY_DN6625_c0_g1_i6,PRR5
TRINITY_DN66252_c0_g3_i4,YTX2
TRINITY_DN66252_c0_g5_i1,YTX2
TRINITY_DN66257_c0_g1_i10,STR6L
TRINITY_DN66257_c0_g1_i8,STR6L
TRINITY_DN66288_c0_g1_i2,ABCG5
TRINITY_DN6631_c0_g1_i1,GPTC4
TRINITY_DN6631_c0_g1_i2,GPTC4
TRINITY_DN66311_c0_g1_i1,NMUR1
TRINITY_DN66328_c0_g1_i9,PIF1
TRINITY_DN6633_c0_g1_i12,NAGAB
TRINITY_DN6635_c0_g1_i10,VKGC
TRINITY_DN6636_c0_g1_i5,RPB4
TRINITY_DN6637_c0_g1_i11,DLEC1
TRINITY_DN6637_c0_g1_i4,DLEC1
TRINITY_DN6637_c0_g1_i6,DLEC1
TRINITY_DN6638_c0_g1_i6,US6NL
TRINITY_DN6638_c1_g2_i2,CLUA1
TRINITY_DN66397_c0_g1_i6,FUT1
TRINITY_DN66402_c0_g2_i3,PTK7
TRINITY_DN6643_c2_g1_i5,MFSD6
TRINITY_DN6645_c0_g1_i5,NDUV1
TRINITY_DN6646_c0_g2_i4,ZNFX1
TRINITY_DN6647_c1_g3_i2,MBTP2
TRINITY_DN665_c0_g1_i1,DEAHC
TRINITY_DN6650_c1_g1_i3,LMAN1
TRINITY_DN6652_c5_g1_i3,TLR2
TRINITY_DN6652_c6_g1_i1,RTF1
TRINITY_DN6652_c6_g1_i6,RTF1
TRINITY_DN6654_c1_g1_i10,DZIP3
TRINITY_DN6654_c1_g1_i12,DZIP3
TRINITY_DN6654_c1_g1_i13,DZIP3
TRINITY_DN6654_c1_g1_i2,DZIP3
TRINITY_DN6654_c1_g1_i6,DZIP3
TRINITY_DN6655_c0_g1_i6,BCL10
TRINITY_DN6656_c0_g1_i8,RTBS
TRINITY_DN6656_c1_g1_i9,B4GT1
TRINITY_DN6658_c0_g1_i1,BRD8
TRINITY_DN6658_c0_g1_i2,BRD8
TRINITY_DN6658_c0_g1_i3,BRD8
TRINITY_DN6659_c0_g1_i9,GDF8
TRINITY_DN666_c0_g1_i3,RU1C
TRINITY_DN666_c0_g2_i1,COX18
TRINITY_DN66603_c0_g1_i1,MIB2
TRINITY_DN6662_c0_g1_i10,KCNK2
TRINITY_DN6662_c0_g1_i3,KCNK2
TRINITY_DN6662_c0_g1_i4,KCNK3
TRINITY_DN6663_c0_g1_i26,IF44L
TRINITY_DN6663_c0_g1_i3,IFI44
TRINITY_DN66637_c0_g1_i12,SPAS2
TRINITY_DN66637_c0_g1_i14,SPS2L
TRINITY_DN66637_c0_g1_i19,SPS2L
TRINITY_DN6664_c0_g1_i12,TTC13
TRINITY_DN6664_c0_g1_i14,TTC13
TRINITY_DN6664_c0_g1_i15,TTC13
TRINITY_DN6664_c0_g1_i9,TTC13
TRINITY_DN66649_c0_g1_i2,YDCI
TRINITY_DN66649_c0_g1_i8,SRBD1
TRINITY_DN6665_c0_g1_i12,TUTL
TRINITY_DN6666_c0_g1_i12,D39U1
TRINITY_DN6666_c0_g1_i2,D39U1
TRINITY_DN6666_c0_g1_i3,D39U1
TRINITY_DN6666_c0_g1_i7,D39U1
TRINITY_DN66661_c1_g1_i2,BRAT
TRINITY_DN6668_c0_g1_i1,MLRN
TRINITY_DN66681_c0_g1_i6,DYH1B
TRINITY_DN6669_c0_g1_i1,SLO
TRINITY_DN6669_c0_g1_i12,SLO
TRINITY_DN6669_c0_g1_i9,SLO
TRINITY_DN667_c0_g1_i1,PHIPL
TRINITY_DN667_c0_g1_i10,PHIPL
TRINITY_DN6671_c0_g1_i12,RTXE
TRINITY_DN66763_c0_g1_i2,WFDC1
TRINITY_DN66763_c0_g1_i5,WFDC1
TRINITY_DN66775_c0_g1_i1,HSP70
TRINITY_DN6679_c0_g2_i6,NOL8
TRINITY_DN6679_c0_g2_i8,NOL8
TRINITY_DN6681_c0_g1_i6,HES1
TRINITY_DN6684_c0_g1_i1,MOT14
TRINITY_DN6685_c0_g1_i7,GLGB
TRINITY_DN66873_c1_g1_i2,SGPL
TRINITY_DN66883_c0_g1_i1,SIAE
TRINITY_DN66883_c0_g1_i3,SIAE
TRINITY_DN66883_c0_g1_i4,SIAE
TRINITY_DN66888_c2_g1_i1,YR831
TRINITY_DN6689_c1_g1_i7,SGK3
TRINITY_DN669_c1_g1_i7,TAF2
TRINITY_DN669_c3_g1_i9,RBBP6
TRINITY_DN669_c6_g1_i10,ATS14
TRINITY_DN669_c8_g1_i8,MLRA
TRINITY_DN6690_c0_g2_i2,EPS15
TRINITY_DN66900_c0_g1_i3,TCAF2
TRINITY_DN6691_c0_g1_i9,SMG5
TRINITY_DN6692_c0_g1_i14,VATO
TRINITY_DN6692_c1_g1_i10,BIRC7
TRINITY_DN6692_c1_g1_i15,BIRC7
TRINITY_DN6692_c1_g1_i2,BIRC7
TRINITY_DN6692_c1_g1_i3,BIRC7
TRINITY_DN6694_c0_g1_i6,TRPA1
TRINITY_DN66948_c0_g1_i1,ERN1
TRINITY_DN66948_c0_g1_i4,ERN1
TRINITY_DN66948_c0_g1_i7,ERN1
TRINITY_DN66960_c1_g1_i3,ACH1
TRINITY_DN66960_c1_g1_i4,ACH1
TRINITY_DN6697_c0_g1_i11,SYLC
TRINITY_DN67031_c0_g1_i2,POSTN
TRINITY_DN6704_c1_g1_i1,PIGB
TRINITY_DN6706_c0_g1_i11,DOCK7
TRINITY_DN6708_c0_g1_i5,DDX54
TRINITY_DN6709_c0_g1_i2,GRN
TRINITY_DN6709_c0_g1_i21,GRN
TRINITY_DN6709_c0_g1_i22,GRN
TRINITY_DN6709_c0_g1_i28,GRN
TRINITY_DN6709_c0_g1_i6,GRN
TRINITY_DN6709_c0_g1_i7,GRN
TRINITY_DN6712_c0_g1_i5,HMCN2
TRINITY_DN6714_c0_g1_i11,SOSB2
TRINITY_DN6714_c0_g1_i12,SOSB2
TRINITY_DN6716_c0_g1_i9,FUCO
TRINITY_DN67162_c0_g1_i4,DDX21
TRINITY_DN6717_c0_g1_i9,TM267
TRINITY_DN67197_c0_g1_i1,CHAC1
TRINITY_DN6720_c0_g1_i2,TUSC3
TRINITY_DN67208_c0_g2_i1,D19L3
TRINITY_DN6721_c0_g1_i3,AT133
TRINITY_DN6722_c0_g1_i9,HS12A
TRINITY_DN6725_c0_g1_i1,SNED1
TRINITY_DN6725_c0_g1_i9,SNED1
TRINITY_DN6725_c1_g1_i1,HDDC2
TRINITY_DN6725_c1_g1_i4,HDDC2
TRINITY_DN67255_c0_g1_i12,HIBN
TRINITY_DN67255_c0_g1_i16,HIBN
TRINITY_DN67255_c0_g1_i21,HGV2
TRINITY_DN67255_c0_g1_i6,HGV2
TRINITY_DN67262_c0_g1_i1,DCD2C
TRINITY_DN6727_c0_g1_i10,COX15
TRINITY_DN6727_c0_g1_i12,COX15
TRINITY_DN673_c0_g1_i12,E41L5
TRINITY_DN673_c0_g1_i13,E41L5
TRINITY_DN673_c0_g1_i6,E41L5
TRINITY_DN6731_c0_g1_i1,NFT1
TRINITY_DN6732_c0_g1_i1,GA45A
TRINITY_DN6732_c0_g1_i16,GA45A
TRINITY_DN6732_c0_g1_i23,GA45A
TRINITY_DN6734_c0_g1_i11,CCD66
TRINITY_DN6734_c0_g1_i13,T22D1
TRINITY_DN6734_c0_g1_i18,CCD66
TRINITY_DN6734_c0_g1_i20,T22D1
TRINITY_DN6734_c0_g1_i22,T22D1
TRINITY_DN6734_c0_g1_i4,T22D1
TRINITY_DN6734_c0_g1_i7,CCD66
TRINITY_DN6736_c1_g1_i1,PSME3
TRINITY_DN67361_c0_g1_i10,ZMYM2
TRINITY_DN6737_c0_g1_i3,S23A1
TRINITY_DN6739_c0_g1_i7,M21D2
TRINITY_DN67429_c0_g1_i5,DICER
TRINITY_DN6744_c0_g1_i1,SNPC4
TRINITY_DN6744_c0_g1_i2,SNPC4
TRINITY_DN67461_c2_g1_i1,POL5
TRINITY_DN6748_c0_g1_i4,PIGQ
TRINITY_DN6748_c0_g1_i7,PIGQ
TRINITY_DN6749_c0_g1_i10,NEO1
TRINITY_DN6749_c0_g1_i14,NEO1
TRINITY_DN6749_c0_g1_i25,NEO1
TRINITY_DN675_c0_g1_i2,SIK2
TRINITY_DN675_c0_g1_i20,SIK2
TRINITY_DN675_c0_g1_i8,SIK2
TRINITY_DN675_c2_g1_i1,DCTN4
TRINITY_DN6752_c0_g1_i2,GMDH
TRINITY_DN67558_c0_g1_i2,FP1V1
TRINITY_DN67558_c0_g1_i5,FP1V1
TRINITY_DN6756_c0_g1_i7,GSTT1
TRINITY_DN67579_c0_g1_i1,S2545
TRINITY_DN67579_c0_g1_i2,S2545
TRINITY_DN67579_c0_g1_i4,S2545
TRINITY_DN67579_c0_g1_i5,S2548
TRINITY_DN6758_c0_g1_i2,PPOX
TRINITY_DN6758_c0_g1_i8,PPOX
TRINITY_DN6759_c0_g1_i14,EHBP1
TRINITY_DN6759_c0_g1_i5,EHBP1
TRINITY_DN6759_c0_g1_i8,EHBP1
TRINITY_DN67612_c0_g1_i1,PACRL
TRINITY_DN67612_c0_g1_i2,PACRL
TRINITY_DN67622_c0_g1_i8,TLR4
TRINITY_DN6763_c0_g2_i2,DYRK2
TRINITY_DN6763_c0_g2_i3,DYRK2
TRINITY_DN6764_c0_g1_i1,HPBP1
TRINITY_DN67684_c0_g1_i2,YG31B
TRINITY_DN67684_c0_g1_i3,POL4
TRINITY_DN6769_c0_g2_i9,PTPRR
TRINITY_DN677_c0_g1_i16,HYAL1
TRINITY_DN677_c0_g1_i17,HYAL1
TRINITY_DN6770_c0_g1_i3,RAPH1
TRINITY_DN6770_c0_g1_i9,RAPH1
TRINITY_DN6771_c0_g1_i2,ADCY2
TRINITY_DN6771_c0_g1_i4,ADCY2
TRINITY_DN6771_c0_g1_i7,ADCY2
TRINITY_DN6771_c2_g1_i2,MYOI
TRINITY_DN6772_c0_g1_i12,ROCO5
TRINITY_DN6772_c0_g1_i5,ROCO5
TRINITY_DN6772_c0_g1_i6,ROCO5
TRINITY_DN67759_c0_g2_i3,POL4
TRINITY_DN6776_c0_g1_i4,AADAT
TRINITY_DN6779_c0_g1_i12,RAB7L
TRINITY_DN6779_c0_g1_i13,RAB7L
TRINITY_DN678_c0_g1_i4,BTBD2
TRINITY_DN678_c0_g1_i9,BTBD2
TRINITY_DN67800_c0_g1_i3,NINJ1
TRINITY_DN67822_c0_g2_i1,ABCD1
TRINITY_DN6783_c0_g1_i6,TBL1R
TRINITY_DN6783_c0_g1_i8,TBL1R
TRINITY_DN6784_c0_g1_i4,HAP28
TRINITY_DN67849_c0_g1_i2,HMCN2
TRINITY_DN6786_c0_g1_i1,LRIG3
TRINITY_DN67874_c0_g1_i27,YMD2
TRINITY_DN67882_c2_g1_i1,RS8
TRINITY_DN6790_c0_g1_i5,CH1B2
TRINITY_DN6791_c0_g1_i16,YTX2
TRINITY_DN6791_c0_g1_i5,VCP
TRINITY_DN6791_c1_g1_i4,YTX2
TRINITY_DN6792_c0_g1_i9,MEC2
TRINITY_DN6792_c0_g2_i1,MEC2
TRINITY_DN6792_c0_g2_i4,MEC2
TRINITY_DN6792_c0_g2_i5,MEC2
TRINITY_DN6792_c0_g2_i9,MEC2
TRINITY_DN6793_c0_g1_i12,RPE65
TRINITY_DN6793_c0_g1_i8,RPE65
TRINITY_DN6793_c0_g3_i1,ARF
TRINITY_DN6794_c0_g1_i10,3BHS2
TRINITY_DN6794_c0_g1_i2,3BHS7
TRINITY_DN6794_c0_g1_i5,3BHS
TRINITY_DN6795_c0_g1_i1,SPF27
TRINITY_DN6797_c0_g1_i6,S29A1
TRINITY_DN6802_c1_g1_i2,LHPL3
TRINITY_DN68029_c0_g1_i10,EGT2
TRINITY_DN68029_c0_g1_i9,EGT2
TRINITY_DN681_c26_g1_i7,SAM15
TRINITY_DN6810_c0_g1_i6,PAN2
TRINITY_DN68188_c0_g1_i12,PK1R
TRINITY_DN68188_c0_g1_i16,PK1R
TRINITY_DN68188_c0_g1_i9,PK1R
TRINITY_DN6820_c0_g1_i2,TTLL4
TRINITY_DN6821_c0_g1_i7,S39AA
TRINITY_DN6821_c0_g2_i2,RACB
TRINITY_DN68216_c0_g2_i6,PGBD4
TRINITY_DN6824_c0_g1_i10,RIMB2
TRINITY_DN6824_c0_g1_i12,RIMB2
TRINITY_DN6824_c0_g1_i13,RIMB2
TRINITY_DN68244_c0_g1_i4,PSF2
TRINITY_DN6825_c0_g1_i12,GPAT1
TRINITY_DN6825_c0_g1_i2,GPAT1
TRINITY_DN6826_c1_g1_i7,POLI
TRINITY_DN68263_c0_g1_i3,COFI
TRINITY_DN6829_c0_g1_i6,PYRG2
TRINITY_DN683_c0_g1_i1,CRFR2
TRINITY_DN683_c0_g1_i11,CRFR2
TRINITY_DN6831_c0_g1_i2,SPB6
TRINITY_DN6832_c0_g1_i16,FLTOP
TRINITY_DN68326_c0_g1_i7,TEX14
TRINITY_DN68327_c0_g1_i1,PDE9A
TRINITY_DN6833_c0_g1_i2,DGAT1
TRINITY_DN6833_c0_g1_i4,DGAT1
TRINITY_DN6839_c1_g1_i10,MSOX
TRINITY_DN6839_c1_g1_i13,MSOX
TRINITY_DN684_c0_g1_i7,SPC3
TRINITY_DN684_c0_g2_i2,HMG2
TRINITY_DN6841_c0_g1_i3,CC28A
TRINITY_DN6841_c1_g1_i2,EP300
TRINITY_DN6842_c0_g1_i15,LRRK1
TRINITY_DN6843_c0_g1_i5,RPC2
TRINITY_DN6844_c0_g1_i3,NUCL
TRINITY_DN6844_c0_g1_i4,NUCL
TRINITY_DN68446_c0_g1_i1,PK1L2
TRINITY_DN68446_c0_g1_i2,PK1L2
TRINITY_DN6845_c3_g1_i3,CP3AO
TRINITY_DN6845_c4_g1_i1,ZSWM2
TRINITY_DN6845_c4_g1_i4,ZSWM2
TRINITY_DN6846_c0_g1_i10,FRIZ2
TRINITY_DN6849_c4_g1_i2,AMO
TRINITY_DN68500_c0_g1_i17,CALM
TRINITY_DN68500_c0_g1_i30,CALM
TRINITY_DN68500_c0_g1_i4,CALM
TRINITY_DN68547_c0_g1_i1,STXB1
TRINITY_DN68547_c0_g1_i2,STXB1
TRINITY_DN6855_c0_g1_i5,THEG
TRINITY_DN68589_c0_g1_i11,BCL3
TRINITY_DN6860_c0_g1_i4,AMY1
TRINITY_DN6860_c0_g1_i7,YQ29
TRINITY_DN6861_c0_g1_i10,CA053
TRINITY_DN68616_c0_g1_i1,IF2G
TRINITY_DN6862_c0_g1_i10,POC1B
TRINITY_DN6862_c0_g1_i2,POC1A
TRINITY_DN68643_c0_g1_i2,NPY4R
TRINITY_DN68646_c0_g1_i5,SSR4
TRINITY_DN6865_c0_g1_i10,SC5A8
TRINITY_DN6865_c0_g1_i9,SC5A8
TRINITY_DN68653_c0_g1_i3,ARA
TRINITY_DN68655_c0_g1_i1,HELZ2
TRINITY_DN68655_c0_g1_i4,HELZ2
TRINITY_DN68655_c0_g1_i5,HELZ2
TRINITY_DN6866_c0_g1_i22,CDK8
TRINITY_DN6866_c0_g1_i25,CDK8
TRINITY_DN68678_c0_g1_i3,IOD3
TRINITY_DN68682_c0_g1_i1,SAMD8
TRINITY_DN6869_c0_g1_i10,VPS41
TRINITY_DN6869_c0_g1_i6,VPS41
TRINITY_DN687_c0_g1_i4,CNN3
TRINITY_DN68700_c0_g1_i4,DCR1B
TRINITY_DN68726_c0_g1_i23,UNC7
TRINITY_DN6874_c1_g1_i5,SHKC
TRINITY_DN6875_c0_g1_i19,CNOT1
TRINITY_DN6875_c0_g1_i6,CNOT1
TRINITY_DN68751_c0_g1_i1,ASGR2
TRINITY_DN6876_c0_g1_i2,ANC2
TRINITY_DN68770_c0_g1_i2,DJB11
TRINITY_DN68772_c0_g1_i9,PHO23
TRINITY_DN6879_c0_g2_i2,STX17
TRINITY_DN68794_c1_g2_i1,DMBT1
TRINITY_DN68794_c1_g2_i3,MARCO
TRINITY_DN688_c0_g1_i20,FUCTC
TRINITY_DN688_c0_g1_i7,FUCTC
TRINITY_DN688_c1_g3_i1,SEC1
TRINITY_DN6881_c0_g1_i1,CK016
TRINITY_DN6884_c0_g1_i103,ANKR7
TRINITY_DN6884_c0_g1_i111,ANKR7
TRINITY_DN6884_c0_g1_i158,ANKR7
TRINITY_DN6884_c0_g1_i18,ANKR7
TRINITY_DN6884_c0_g1_i40,ANKR7
TRINITY_DN6887_c1_g1_i10,TLR4
TRINITY_DN6887_c1_g1_i13,TLR4
TRINITY_DN6887_c1_g1_i5,TLR4
TRINITY_DN6888_c0_g1_i6,RM13
TRINITY_DN6889_c0_g1_i11,ODAD4
TRINITY_DN6889_c0_g1_i2,ODAD4
TRINITY_DN6889_c0_g1_i7,ODAD4
TRINITY_DN6890_c0_g1_i1,APLP
TRINITY_DN6891_c0_g2_i2,CSRN3
TRINITY_DN6893_c0_g1_i6,NCAM2
TRINITY_DN6893_c0_g1_i9,NCAM2
TRINITY_DN6893_c1_g1_i2,MPP9
TRINITY_DN6894_c1_g1_i6,CSKI2
TRINITY_DN6896_c0_g1_i1,RPC1
TRINITY_DN6897_c0_g1_i2,CC138
TRINITY_DN6897_c0_g1_i8,CC138
TRINITY_DN6899_c0_g1_i2,SIAE
TRINITY_DN6899_c0_g1_i3,SIAE
TRINITY_DN6899_c0_g1_i6,SIAE
TRINITY_DN6899_c0_g1_i7,SIAE
TRINITY_DN68998_c0_g2_i2,RTXE
TRINITY_DN69_c4_g1_i49,POGZ
TRINITY_DN6900_c0_g1_i3,CYTA
TRINITY_DN6902_c0_g1_i2,ITA4
TRINITY_DN6902_c0_g1_i7,ITA4
TRINITY_DN6903_c0_g1_i2,NNMT
TRINITY_DN6905_c0_g1_i11,ENO4
TRINITY_DN6905_c0_g1_i2,ENO4
TRINITY_DN6905_c0_g1_i5,ENO4
TRINITY_DN6905_c0_g1_i9,ENO4
TRINITY_DN6906_c0_g1_i1,CDK9
TRINITY_DN6906_c0_g1_i17,CYH1
TRINITY_DN6906_c2_g1_i22,PSD
TRINITY_DN6906_c2_g1_i26,PSD
TRINITY_DN6906_c2_g1_i29,PSD
TRINITY_DN6906_c2_g1_i30,PSD
TRINITY_DN69077_c0_g1_i3,LAAT1
TRINITY_DN69077_c0_g1_i4,LAAT1
TRINITY_DN69077_c0_g1_i8,LAAT1
TRINITY_DN69077_c0_g1_i9,LAAT1
TRINITY_DN6909_c0_g1_i5,CTU1
TRINITY_DN6909_c0_g1_i6,CTU1
TRINITY_DN691_c0_g1_i10,SPTCB
TRINITY_DN691_c0_g1_i11,SPTCB
TRINITY_DN691_c0_g1_i14,SPTCB
TRINITY_DN691_c0_g1_i16,SPTB2
TRINITY_DN691_c0_g1_i18,SPTB2
TRINITY_DN691_c0_g1_i23,SPTCB
TRINITY_DN691_c0_g1_i8,SPTB2
TRINITY_DN69115_c0_g1_i2,AMOS
TRINITY_DN6914_c0_g1_i7,CCAPR
TRINITY_DN6918_c0_g1_i15,PSDE
TRINITY_DN6918_c0_g1_i2,PSDE
TRINITY_DN69192_c0_g1_i11,DHHB
TRINITY_DN69192_c0_g1_i8,DHHB
TRINITY_DN69202_c0_g1_i2,POL3
TRINITY_DN69202_c0_g2_i1,POL
TRINITY_DN69205_c0_g1_i1,PIGV
TRINITY_DN69206_c0_g1_i2,GSTM1
TRINITY_DN69206_c0_g1_i3,GSTM1
TRINITY_DN6922_c1_g1_i11,VWDE
TRINITY_DN6922_c2_g1_i11,OXDD
TRINITY_DN6922_c2_g1_i2,OXDD
TRINITY_DN6922_c2_g1_i3,OXDD
TRINITY_DN6922_c2_g1_i5,OXDD
TRINITY_DN6922_c2_g1_i8,OXDD
TRINITY_DN6922_c2_g1_i9,OXDD
TRINITY_DN6924_c0_g1_i9,DLG5
TRINITY_DN6925_c0_g2_i8,ITA7
TRINITY_DN6926_c0_g1_i3,PP1RB
TRINITY_DN6928_c0_g1_i4,ACHA2
TRINITY_DN6929_c0_g1_i4,RS4
TRINITY_DN6929_c0_g1_i9,RS4
TRINITY_DN69295_c0_g2_i1,USH2A
TRINITY_DN693_c0_g1_i2,CAN9
TRINITY_DN693_c0_g2_i2,ST7
TRINITY_DN6930_c0_g1_i10,NEC2
TRINITY_DN6930_c0_g1_i11,BLI4
TRINITY_DN6930_c0_g1_i13,WFD18
TRINITY_DN6932_c0_g1_i1,DUSTY
TRINITY_DN6932_c0_g1_i6,DUSTY
TRINITY_DN6933_c0_g1_i15,LYST
TRINITY_DN6933_c0_g1_i6,LYST
TRINITY_DN6933_c1_g1_i1,PSMD7
TRINITY_DN6935_c0_g1_i19,PSMD8
TRINITY_DN6935_c0_g1_i8,PSMD8
TRINITY_DN6935_c0_g1_i9,PSMD8
TRINITY_DN69355_c0_g1_i1,AMPB
TRINITY_DN6936_c0_g1_i12,KCIP4
TRINITY_DN6936_c0_g1_i26,KCIP4
TRINITY_DN6936_c0_g1_i30,KCIP4
TRINITY_DN6936_c0_g1_i46,CSEN
TRINITY_DN6936_c0_g1_i57,KCIP4
TRINITY_DN6937_c0_g1_i4,CO3
TRINITY_DN6938_c0_g1_i6,CRNL1
TRINITY_DN6938_c0_g1_i7,CRNL1
TRINITY_DN6938_c0_g1_i9,CRNL1
TRINITY_DN6939_c0_g1_i4,MLE
TRINITY_DN694_c0_g1_i11,HSP71
TRINITY_DN694_c0_g1_i18,HSP71
TRINITY_DN694_c0_g1_i25,HSP71
TRINITY_DN694_c0_g1_i5,HSP71
TRINITY_DN694_c0_g1_i9,HSP71
TRINITY_DN6940_c0_g1_i1,MET14
TRINITY_DN6941_c0_g1_i4,NDK7
TRINITY_DN6942_c0_g1_i30,ECD
TRINITY_DN6946_c0_g1_i2,RHPN2
TRINITY_DN6947_c0_g2_i2,POL
TRINITY_DN6947_c1_g1_i18,POL
TRINITY_DN6948_c0_g1_i11,D42E1
TRINITY_DN6948_c0_g1_i18,D42E1
TRINITY_DN69484_c0_g1_i3,RTBS
TRINITY_DN69485_c0_g1_i1,PTPRC
TRINITY_DN6949_c0_g1_i1,ZASP
TRINITY_DN6949_c0_g1_i6,ZASP
TRINITY_DN69494_c0_g1_i1,BCL6
TRINITY_DN695_c2_g1_i14,TRM1L
TRINITY_DN695_c2_g1_i9,TRM1L
TRINITY_DN69506_c0_g1_i14,SO4A1
TRINITY_DN6951_c0_g1_i2,GMPAB
TRINITY_DN6952_c0_g1_i2,FA81A
TRINITY_DN6953_c0_g1_i3,CLCA1
TRINITY_DN6956_c0_g2_i1,MLRP1
TRINITY_DN6958_c0_g1_i11,PI4KA
TRINITY_DN6960_c0_g1_i1,THS7B
TRINITY_DN6960_c0_g1_i2,THS7B
TRINITY_DN6960_c0_g1_i4,THS7B
TRINITY_DN69669_c0_g1_i4,FGFR2
TRINITY_DN69669_c0_g1_i5,FGFR2
TRINITY_DN6967_c0_g1_i9,LIPL
TRINITY_DN69675_c0_g1_i1,SC5A9
TRINITY_DN69675_c0_g1_i4,SC5A9
TRINITY_DN69675_c0_g1_i7,SC5A9
TRINITY_DN69677_c0_g1_i4,HMCN1
TRINITY_DN69677_c0_g1_i5,TSP1
TRINITY_DN697_c0_g2_i1,PTP10
TRINITY_DN697_c0_g3_i1,PTP10
TRINITY_DN697_c0_g4_i1,ROCO4
TRINITY_DN697_c4_g1_i2,PTPRQ
TRINITY_DN697_c5_g1_i6,CRYM
TRINITY_DN6970_c0_g1_i4,HUWE1
TRINITY_DN69709_c0_g1_i8,ACHA6
TRINITY_DN6975_c0_g1_i13,SYNM
TRINITY_DN6975_c0_g1_i5,SYNM
TRINITY_DN6976_c0_g1_i14,ZMYM4
TRINITY_DN6976_c0_g1_i22,ZMYM4
TRINITY_DN6976_c0_g1_i29,ZMYM4
TRINITY_DN6978_c0_g1_i5,NCKP5
TRINITY_DN698_c1_g1_i10,ERF1
TRINITY_DN698_c1_g1_i5,ERF1
TRINITY_DN698_c5_g1_i24,LS14A
TRINITY_DN6980_c0_g1_i16,S17A5
TRINITY_DN6980_c0_g1_i25,S17A5
TRINITY_DN6980_c0_g1_i8,S17A5
TRINITY_DN6981_c0_g1_i4,YL8A
TRINITY_DN6981_c0_g1_i9,YL8A
TRINITY_DN69814_c0_g1_i3,PGBD4
TRINITY_DN69819_c0_g1_i8,RAC2
TRINITY_DN69832_c0_g1_i4,ST1B1
TRINITY_DN69832_c0_g1_i8,ST1B1
TRINITY_DN69855_c0_g1_i1,KDM6A
TRINITY_DN69855_c0_g1_i2,KDM6A
TRINITY_DN69872_c0_g1_i10,BXL6
TRINITY_DN69872_c0_g1_i11,BXL5
TRINITY_DN6988_c0_g1_i5,PQBP1
TRINITY_DN6988_c0_g1_i7,PQBP1
TRINITY_DN69889_c1_g2_i5,SAM9L
TRINITY_DN699_c0_g1_i11,VWKA
TRINITY_DN699_c0_g1_i4,TRPM6
TRINITY_DN6990_c0_g1_i3,PGBD4
TRINITY_DN6991_c0_g1_i10,DEPD5
TRINITY_DN6991_c0_g1_i11,DEPD5
TRINITY_DN6991_c0_g1_i14,DEPD5
TRINITY_DN6991_c0_g1_i20,IML1
TRINITY_DN6991_c0_g1_i4,DEPD5
TRINITY_DN6993_c0_g1_i11,PKHM3
TRINITY_DN6993_c0_g1_i3,PKHM3
TRINITY_DN69937_c0_g1_i1,AMT3
TRINITY_DN69940_c0_g1_i1,PH4H
TRINITY_DN69969_c0_g1_i1,VMAT2
TRINITY_DN6997_c0_g1_i7,HIF1A
TRINITY_DN69970_c0_g1_i2,ADT2
TRINITY_DN6998_c0_g2_i2,TLC4B
TRINITY_DN6998_c0_g2_i3,TLCD4
TRINITY_DN69985_c0_g2_i1,ZNHI3
TRINITY_DN69985_c0_g2_i2,ZNHI3
TRINITY_DN7_c0_g1_i4,STING
TRINITY_DN7_c1_g1_i1,TYSD1
TRINITY_DN7_c1_g1_i11,TYSD1
TRINITY_DN7_c1_g1_i2,TYSD1
TRINITY_DN7_c2_g1_i8,UGDH
